project_id:ID(Project),acronym,title,status
101041208,FASTPROOF,Fast Proofs for Verifying Computations,SIGNED
101041223,MOMENTOUS,Measuring and Mitigating Risks of AI-driven Information Targeting,SIGNED
101041224,X CELL,Revealing cellular behavior with single-cell multi-omics,SIGNED
101041229,JANUS BI,All-liquid phase JANUS BIdimensional materials for functional nano-architectures and assemblies,SIGNED
101041231,HSC-CRISPR,Transcriptional Engineering of Hematopoietic Stem Cells using CRISPR,SIGNED
101041245,MATRIX,Into the Sedimentary Matrix:  Mapping the Replacement of Neanderthals by early Modern Humans using micro-contextualized biomolecules,SIGNED
101041246,E-BoP,European Birds of Passage - An Empirical Legal Theory of Temporary Labour Migration in Europe,SIGNED
101041249,SingSymp,Singularities and symplectic mapping class groups,CLOSED
101041250,BAYES-RL,"Deep Bayesian Reinforcement Learning -- Unifying Perception, Planning, and Control",SIGNED
101041255,HELIOS,the new generation of scalable urban HEat isLand mitigatIOn by means of  adaptive photoluminescent radiative cooling Skins,SIGNED
101041284,THINGSTIGATE,Things for Politics' Sake: Aesthetic Objects and Social Change,SIGNED
101041298,THYROMOL,Molecular mechanisms of thyroid hormone synthesis: from atoms to organoids,SIGNED
101041308,CLOCK,Mechanisms of proliferation-independent mutation,SIGNED
101041316,INTRAPARTY,The Benefits of Conflict: How Factions Can Enhance Political Parties' Electoral Performance,SIGNED
101041331,ElucidAge,Elucidating and targeting the mechanisms encoded in the genome of long-lived individuals to improve healthy ageing,SIGNED
101041334,MacroTaxReforms,The Macroeconomic Effects of Corporate Tax Reforms,SIGNED
101041342,ACC-3D,Auxetic Cementitious Composites by 3D Printing,SIGNED
101041343,Spectres-Camouflage,Spectres & Camouflage: The Sound of Silence (1938-1970),SIGNED
101041354,HOW2DOUBLE,The basic principles of polyploidy in plants and animals,SIGNED
101041374,StressRNaction,Non-canonical RNA caps - cellular reaction to environment and stress,SIGNED
101041375,CODAC,Commoditizing Data Analytics in the Cloud,SIGNED
101041376,HEPMASITE,Hebrew Philosophical Manuscripts as Sites of Engagement,SIGNED
101041399,AI4SYN,Artificial intelligence for synthetic functional genomics of blood,SIGNED
101041418,PhysCoMeT,Physical basis of Collective Mechano-Transduction: Bridging cell decision-making to multicellular self-organisation,SIGNED
101041421,PHAGECONTROL,The evolution of host manipulation by bacteriophage.,SIGNED
101041422,Cytok-Gut,Cytokine and microbiota function in gut development: spatiotemporal analysis in the zebrafish,SIGNED
101041424,CIRCLE,Synthetic Circular RNA therapeutics for prevention of sepsis-associated organ failure,SIGNED
101041435,QARA,Quantum Applications with Rydberg Atom Arrays,SIGNED
101041443,MOUNTAIN,Molecular Quantum Heat Engines,SIGNED
101041453,Ocean Glow,Ocean Glow: Controls on ocean productivity using ocean fluorescence detected from space,SIGNED
101041461,PRIME,Prime editing to Repair Inherited Metabolic Errors:  in vivo gene correction for human genetic disease,SIGNED
101041464,HELIMIDE,[n]Helicene Diimides: A Twist in Diimide Chemistry,SIGNED
101041466,EXODOSS,EXOplanet Diversity and the Origin of the Solar System,SIGNED
101041475,TypoMetaLing,Effect of linguistic experience on metacognition in language tasks and transfer to non-linguistic behaviour,SIGNED
101041480,ISLANDLAB,Island ecosystem ecology from deep prehistory to the Anthropocene,SIGNED
101041484,TRACE,Tracing virus-specific CD8+ T cell clonotype zonation and function in humans,SIGNED
101041486,SIMPHONICS,Single-Molecule Acousto-Photonic Nanofluidics,SIGNED
101041487,REGAL,Regularized Density-Functional Analysis,SIGNED
101041491,K3Mod,"Correspondences in enumerative geometry: Hilbert schemes, K3 surfaces and modular forms",SIGNED
101041499,IProbability,Integrable Probability,SIGNED
101041516,SHIFUMI,SOMO-HOMO Inversion For chiral open-shell pi-conjUgated systeMs,SIGNED
101041517,PRAYER,"Pages of Prayer: The Ecosystem of Vernacular Prayer Books in the Late Medieval Low Countries, c. 1380-1550",SIGNED
101041539,TargMacropin,Targeting macropinocytosis in glioblastoma to achieve precision medicine,SIGNED
101041545,ReSCALE,Reinventing Symmetric Cryptography for Arithmetization over Large fiElds,SIGNED
101041551,swim2limb,Development and Evolution of Tetrapod Motor Circuits,SIGNED
101041554,SOLBATT,Storage of Electrons into Chemical Bonds: Towards Molecular Solar Electrical Batteries,SIGNED
101041570,DaVinci-Switches,Designing Allosteric Protein Switches by In Vivo Directed Evolution and Computational Inference,SIGNED
101041596,PolyphonicPhilosophy,Polyphonic Philosophy: Logic in the Long Twelfth Century (c. 1070-1220) for a New Horizon in the History of Philosophy,SIGNED
101041597,STORMtheWALL,Resolving the mechanism of plant cell expansion at high spatio-temporal resolution.,SIGNED
101041620,INHERIT,Diamonds as the key to unravel the origin of Earth's water,SIGNED
101041658,PINPOINT,"Politics, Institutions, and Production Networks",SIGNED
101041659,MACHETE,Unraveling the Functional Complexity of Cancer Genomes through Chromosome Engineering,SIGNED
101041669,DeepNeuronEmbeddings,Deep Neuron Embeddings:  Data-driven multi-modal discovery of cell types in the neocortex,SIGNED
101041677,TRANSIT-ND,Tandem Repeats Associated with Neurogenomic Somatic Instability and Neurodegeneration,SIGNED
101041696,HOFGA,The Hardness of Finding Good Algorithms,SIGNED
101041711,Understanding DL,Understanding Deep Learning,SIGNED
101041729,LEAPHY,Unravelling the behaviour of inorganic (nano)phases in leaves to optimize the foliar delivery of sustainable agrochemicals,SIGNED
101041730,AIS-CaP,Interpretable Artificial Intelligence across Scales for Next-Generation Cancer Prognostics,SIGNED
101041737,StemMemo,What does your blood remember? The memory of hematopoietic stem cells.,SIGNED
101041741,LEAD,Leveraging Early Adolescence for Development: Longitudinal and Experimental Evidence from Ghana,SIGNED
101041743,VERTEXSO,VERTical EXchange in the Southern Ocean,SIGNED
101041744,ESQuAT,Experimental Search for Quantum Advantages in Thermodynamics,SIGNED
101041759,ReHuse,Reversible Heterolytic Mechanophores for Dynamic Bulk Materials,SIGNED
101041762,DUO,Atomically Dispersed Heterobimetallic Catalysts for Cooperative C-H Bonds Activation,SIGNED
101041768,PHOTOFLUX,Global assessment of plant photosynthesis optimization for climate change versus enhanced plant productivity,SIGNED
101041783,ChemBioChol,Chemical biology of intracellular cholesterol transport,SIGNED
101041788,AfDevLives,"The Afterlives of Development Interventions in Eastern Africa (Kenya, Tanzania, Mozambique)",SIGNED
101041799,NEUROGROUP,Neuronal basis of group cooperation and social ties in monkeys and humans,SIGNED
101041808,EpiDetect,Detecting epigenetic biomarkers in the blood for non-invasive precision oncology,SIGNED
101041809,LOCAL-HEAT,Controlled Local Heating to Crystallize Solution-based Semiconductors for Next-Generation Solar Cells and Optoelectronics,SIGNED
101041819,ANACONDA,Attosecond nanoscopy of electron dynamics instrongly correlated materials,SIGNED
101041824,HUMANads,Human Ads: Towards Fair Advertising in Content Monetization on Social Media,SIGNED
101041826,FragArist,The Fragments of Aristotle: A Reconstruction of his Lost Works,SIGNED
101041853,TAMP,Truth in Ancient and Medieval Philosophy,SIGNED
101041863,INTERACT,Intuitive interaction for robots among humans,SIGNED
101041867,XenoMicrogliaAD,Deciphering the microglia-neuron interactions in human Alzheimer's disease,SIGNED
101041871,TexTOM,"TexTOM - X-ray texture tomography as a tool to enable, multi-scale, in-situ imaging of the enthesis, a biological hinge between bone and tendon",SIGNED
101041885,TOHR,The Origins of Human Rhythm,SIGNED
101041908,TARGETS,"What Makes People Targets: A Multi-Actor Study of How Ethnic Discrimination is Perceived, Tackled and Avoided",SIGNED
101041933,KI-NET,Energy transduction in KInetically asymmetric catalytic NETworks,SIGNED
101041936,EchoLux,Intelligent Optoacoustic Radiomics via Synergistic Integration of System Models and Medical Knowledge,SIGNED
101041938,RiboChem,Chemical Tools for Transcriptome-wide Analysis and Modulation of RNA,SIGNED
101041939,ChOICE,Chance Or Intentional: Cellular decisions Explored,SIGNED
101041941,PeptidesAndFear,Neuropeptidergic modulation of synaptic circuits in fear and anxiety,SIGNED
101041946,SpectralRecycling,"Recycling the German Ghosts. Resettlement Cultures in Poland, Czechia and Slovakia after 1945",SIGNED
101041966,HOPE,HOw Predictable are Earthquakes,SIGNED
101041972,CHLOE-PET,CHerenkov Light mOdulE for time-of-flight Positron Emission Tomography,SIGNED
101041975,VIBEBOT,Vibrational Micro-robots in Viscoelastic Biological Tissues,SIGNED
101041982,IntrinsicReceptors,Intrinsic autophagy receptors: identity and cellular mechanisms.,SIGNED
101041995,MidWay,A Middle Way? Probing Sufficiency through Meat and Milk in China,SIGNED
101041998,LAKE-SWITCH,Using lake sediments to reconstruct soil weathering trajectories over the Holocene,SIGNED
101042028,AFFIRMRelationships,Implications of Gender-Affirming Hormone Therapy for Psychosocial Functioning and Social Relationships of Transgender People,SIGNED
101042031,InterMet,Intercellular trading in nucleotide metabolism: an emerging target,SIGNED
101042034,BE4COPY,Before Copyright: Printing Privileges and the Politics of Knowledge in Early Modern Europe,SIGNED
101042043,Multi GRAPH,Investigation of Disruptive 2D/Silicon Technology for Hybrid Multispectral Photodetection,SIGNED
101042046,deuterON,Introducing deuterium for next generation chemical biology probes and direct imaging,SIGNED
101042052,ORE,An Ontological Reconstruction of Gaming Disorder: A Qualitative Meta-Phenomenological Foundation,SIGNED
101042055,EDIPO,"Education, Diversity, Innovation, and Politics",SIGNED
101042069,HousingAndMortgages,"Welfare, redistribution and financial stability in housing and mortgage markets",SIGNED
101042075,SILEQS,Spins Interfaced with Light for Quantum Silicon technologies,SIGNED
101042080,WINC,Wireless Networks within Next-Generation Computing Systems,SIGNED
101042103,EpiSperm,Dissecting the role of sperm transcriptome dynamics in intergenerational inheritance through native RNA nanopore sequencing,SIGNED
101042112,LUMIFIELD,Chiral Metal-Based Luminophores for Multi-Field Responsive Bistable Switches,SIGNED
101042125,PERGAP,The (Mis)Perception of Economic Inequality: The Impact of Welfare State Institutions on Social Perception and Preference Formation,SIGNED
101042139,e-Perinatal,Universal prevention of maternal perinatal mental disorders and its implementation as normalized routine practice,SIGNED
101042147,PatentsInHumans,"Patents, Bioethics and the Human Body:  Reconceptualising Bioethics in Patent Decision-Making and the Governance Function of Patents",SIGNED
101042148,4D-PhytoHybrid,Plant based 4D biohybrid systems,SIGNED
101042183,SUBTREAT,Subtype as a key to reduce heterogeneity of treatment effects in major depressive disorder,SIGNED
101042188,HELIO4CAST,Solving the Bz problem in heliospheric weather forecasting,SIGNED
101042198,HOT-AND-COLD,How plants deal with heat and cold: Molecular mechanisms of auxin transport and signaling in response to temperature stress,TERMINATED
101042232,IISN-DC,Understanding the functional role of Immune-related Intercellular Signalling Networks during tissue Development and Cancer,SIGNED
101042244,ELBOW,"Medical Electricity, Embodied Experiences, and Knowledge Construction in Europe and the Atlantic World, c.1740-1840",SIGNED
101042247,ENDINGS,Towards a theory of endings in innovation studies,SIGNED
101042252,CLIMASAT,"Remote-Sensing Satellite Data and the Making of Global Climate in Europe, 1980s-2000s.",SIGNED
101042266,CONSEC,Secure Execution of Smart Contracts,SIGNED
101042275,Stellar-MADE,Exploring the impact of Stellar Multiplicity on planet formation Across Disc Evolution,SIGNED
101042290,PATTERNCHEM,Shape and Topology as Descriptors of Chemical and Physical Properties in Functional Organic Materials,TERMINATED
101042292,DEMOTRADEOFF,Reconciling Citizens with the Tradeoffs of Democracy: Attitudes Toward Democracy Under Rising Politicization,SIGNED
101042293,HEPIQ,Hydrodynamics and entropy production in low-dimensional quantum systems,SIGNED
101042299,TransPIre,Transients Illuminating the Fates of the Most Massive Stars,SIGNED
101042304,DANCINGFOOL,High-impedance Superconducting Circuits Enabling Fault-tolerant Quantum Computing by Wideband Microwave Control,SIGNED
101042309,EthoFearless,Attenuation of ethological traumatic memories,SIGNED
101042315,INGENIOUS,sINGle microwave photon dEtection for hybrid quaNtum Information prOcessing and quantUm enhanced Sensing,SIGNED
101042329,CereCode,Neuronal computations and population dynamics in the Cerebellar Nuclei during motor behaviours,SIGNED
101042338,HEMIG,Hostile Environments: The Political Ecology of Migration and Border Violence,SIGNED
101042339,MoveMeRU,Moving Russia(ns): Intergenerational Transmission of Memories Abroad and at Home,SIGNED
101042343,GLOBAL ACADEMIES,Scientific societies and the globalization of science (1930-1990),SIGNED
